country_x,percentile,value,iso3,country_y,gdp_pc_ppp,pop,avg_income,ln_inc,weight,rho_eff,ln_rho_eff
BN,p10p20,0.0279,BRN,Brunei Darussalam,76357.829114996,455370.0,21303.834323083887,9.966642350664987,45537.0,0.037509994645860356,-3.2831478576273447
BN,p20p30,0.0479,BRN,Brunei Darussalam,76357.829114996,455370.0,36575.400146083084,10.507131166254537,45537.0,0.24142242497038002,-1.4212070791469775
BN,p30p40,0.0509,BRN,Brunei Darussalam,76357.829114996,455370.0,38866.135019532965,10.567878585394144,45537.0,0.24142242497038002,-1.4212070791469775
BN,p40p50,0.0624,BRN,Brunei Darussalam,76357.829114996,455370.0,47647.285367757504,10.77158093721305,45537.0,0.24142242497038002,-1.4212070791469775
BN,p50p60,0.0822,BRN,Brunei Darussalam,76357.829114996,455370.0,62766.13553252671,11.047170963899802,45537.0,0.24142242497038002,-1.4212070791469775
BN,p60p70,0.0982,BRN,Brunei Darussalam,76357.829114996,455370.0,74983.38819092607,11.225021877198088,45537.0,0.24142242497038002,-1.4212070791469775
BN,p70p80,0.1139,BRN,Brunei Darussalam,76357.829114996,455370.0,86971.56736198044,11.373336532290804,45537.0,0.24142242497038002,-1.4212070791469775
BN,p80p90,0.1467,BRN,Brunei Darussalam,76357.829114996,455370.0,112016.93531169914,11.626405346986603,45537.0,0.24142242497038002,-1.4212070791469775
BN,p90p100,0.3664,BRN,Brunei Darussalam,76357.829114996,455370.0,279775.08587734535,12.541741294637642,45537.0,0.24142242497038002,-1.4212070791469775
BO,p0p10,0.0002,BOL,Bolivia,11487.7148799194,12077154.0,22.9754297598388,3.1344253736092984,1207715.4000000001,1.8388625839138584e-05,-10.903778245405949
BO,p10p20,0.0052,BOL,Bolivia,11487.7148799194,12077154.0,597.3611737558087,6.39252191163078,1207715.4000000001,0.0004835740363707819,-7.634306128897363
